module_id	strictest_pval	n_genes	n_domains	tokenised_genes
618	3.5087475805962377e-06	7	9	ABM_c11,Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
619	1.458906047331411e-05	8	10	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
620	3.7392125397791305e-06	9	12	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DAHP_synth_1,ECH_1_c16,ECH_1_c42,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
621	1.2375984195140522e-05	5	5	DAHP_synth_2_c7,DHQ_synthase_c22,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,Shikimate_dh_N
622	7.637504911692519e-06	7	8	DegT_DnrJ_EryC1_c12,Epimerase_c45,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
623	1.7576825566078494e-06	3	5	Methyltransf_13;Methyltransf_23;Methyltransf_14,UDPGT_c13,dTDP_sugar_isom
624	6.539708522011546e-06	6	8	Cyclase_polyket,FAD_binding_3_c42,FAD_binding_3_c42;adh_short_c18,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
625	7.594130446279513e-06	4	4	Aminotran_1_2_c29,Peptidase_M19,Pyr_redox_2_c14,p450_c15
626	3.4616761517453664e-06	3	4	Acyl_transf_1_c22,Acyl_transf_1_c49,ketoacyl-synt_c47;Ketoacyl-synt_C_c18
627	1.015643746352694e-06	7	9	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,PDH
628	4.680152862995423e-06	4	5	Cyclase_polyket,Methyltransf_2,PP-binding_c9,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
629	7.018469017855056e-06	4	4	DHQ_synthase_c22,DHquinase_II,FAD_binding_3_c41,ROK
630	7.288853441903671e-06	3	3	GHMP_kinases_N,HMG-CoA_red,polyprenyl_synt_c19
631	6.398663660945027e-06	6	8	Cyclase_polyket,DUF1205_c1,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
632	6.398663660945027e-06	7	9	DUF1205_c1,DegT_DnrJ_EryC1_c12,GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
633	9.265047471601533e-06	3	5	Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,UDPGT_c13,dTDP_sugar_isom
634	2.3551115541502614e-06	4	4	DegT_DnrJ_EryC1_c9,Epimerase_c45,NTP_transferase,dTDP_sugar_isom
635	9.265047471601533e-06	3	5	DegT_DnrJ_EryC1_c9,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,dTDP_sugar_isom
636	9.141027079495587e-06	7	9	Abhydrolase_1_c20,Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,ECH_1_c43,Glyoxalase_c27;Glyoxalase_c6,PDH
637	0.02096000456070172	5	7	2-Hacid_dh_C,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Dala_Dala_lig_N;Dala_Dala_lig_C,ECH_1_c16,Peptidase_M15
638	0.018022708704583484	5	7	AMP-binding_c26;AMP-binding_C_c61,Aminotran_1_2_c23,Peptidase_S15;PepX_C,Radical_SAM_c22,TauD_c39
639	0.020988356526586257	7	8	ABM_c11,Cyclase,PP-binding_c9,Polyketide_cyc2,SnoaL,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
640	0.020757243052904023	5	6	ABM_c22,Cyclase_polyket,DUF1772,FAD_binding_3_c3,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
641	0.02117746784031395	3	9	2-oxoacid_dh,ACP_syn_III_c39,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;KR_c5;PP-binding_c13
642	0.0170029530931504	4	5	Aminotran_3_c22,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3,NAD_binding_8_c18;GMC_oxred_C_c35
643	0.0199090995418077	3	4	ACP_syn_III_c33;ACP_syn_III_C_c3,GHMP_kinases_N,HMG-CoA_red
644	0.0205340732454454	7	7	Acetyltransf_2,DAHP_synth_2_c7,DHQ_synthase_c22,DHquinase_II,FAD_binding_3_c41,HAD_2_c30,ROK
645	0.01558119954339507	6	8	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,UDPGT_c50
646	0.021307090731308417	5	7	ABM_c22,Cyclase_polyket,DUF1772,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c62
647	0.016619996517980268	5	6	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c18,GHMP_kinases_N,HMG-CoA_red,PTase_Orf2
648	0.018173297661295756	4	7	ACP_syn_III_c51;ACP_syn_III_C_c5,Epimerase_c45,Glyco_trans_4_4_c28;UDPGT_c13,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
649	0.017543326153007837	4	5	Abhydrolase_1_c20,Aminotran_1_2_c23,Peptidase_S15;PepX_C,TauD_c39
650	0.018931832046250506	5	6	ACPS_c7,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
651	0.020988356526586257	8	8	DUF1205_c1,DegT_DnrJ_EryC1_c12,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,NTP_transferase,Polyketide_cyc2,adh_short_c50
652	0.019604133410697763	4	6	4HBT_c18,CMD,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form
653	1.125937813527727e-12	4	4	Epimerase_c2,GFO_IDH_MocA_c25,UDPGT_c13,dTDP_sugar_isom
654	1.125937813527727e-12	5	5	Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,NTP_transferase,dTDP_sugar_isom
655	4.881363904176385e-13	3	5	Cyclase_polyket,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
656	4.992623836286323e-13	4	5	Acyl_transf_1_c46,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
657	4.441832651608699e-52	3	4	Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
658	4.264698897192774e-48	3	4	PP-binding_c9,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
659	1.4004346586985958e-06	4	4	Aminotran_1_2_c39,ECH_1_c16,ECH_1_c43,Methyltransf_12_c7
660	7.0033107910869e-06	4	4	DHQ_synthase_c22,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,Shikimate_dh_N
661	7.347648324370817e-06	5	9	Aminotran_1_2_c39,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6,PDH
662	1.6386310386296303e-06	3	11	AMP-binding_c43;AMP-binding_C_c61,Abhydrolase_1_c26,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13;Thioesterase_c29
663	1.463798015226044e-06	3	4	AMP-binding_c40;AMP-binding_C_c48,Abhydrolase_1_c26,Orn_Arg_deC_N_c6
664	1.759764063780584e-45	4	5	PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
665	1.567866104232683e-08	4	4	DegT_DnrJ_EryC1_c12,Epimerase_c45,GFO_IDH_MocA_c25,Polyketide_cyc2
666	4.168789126069534e-08	3	5	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,Glyco_transf_28;UDPGT_c50
667	3.0637467440269915e-17	3	3	Epimerase_c2,NTP_transferase,dTDP_sugar_isom
668	0.02179952190011395	5	6	Acyl_transf_1_c46,Carboxyl_trans,Cyclase_polyket,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
669	0.0001296150671041518	4	6	DegT_DnrJ_EryC1_c9,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,UDPGT_c13,dTDP_sugar_isom
670	6.815860989385949e-05	5	5	Acetyltransf_2,DHQ_synthase_c22,DHquinase_II,FAD_binding_3_c41,ROK
671	9.712435778077995e-05	3	4	Abhydrolase_1_c48,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
672	5.698115110956953e-05	3	4	Cyclase,FAD_binding_3_c5,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
673	2.5492546588272455e-05	8	10	DUF1205_c1,DegT_DnrJ_EryC1_c12,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
674	0.00011474788857405146	8	10	DegT_DnrJ_EryC1_c12,Epimerase_c45,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
675	1.694778837345384e-05	5	6	Cyclase_polyket,Methyltransf_2,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
676	1.8499093028430916e-05	3	3	Aminotran_1_2_c29,p450_c15,p450_c7
677	2.0021766081381352e-05	10	13	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DAHP_synth_1,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
678	0.00010056884260360456	3	5	PP-binding_c9,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c8
679	2.1901005545531075e-05	3	4	DSBA,adh_short_c13,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
680	4.3617480119006055e-05	3	5	DegT_DnrJ_EryC1_c20,GFO_IDH_MocA_c25,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14
681	2.5492546588272455e-05	7	9	Cyclase_polyket,DUF1205_c1,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
682	0.00010942043676652166	8	13	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,PDH
683	4.0135756006917815e-05	3	10	DIOX_N_c24;2OG-FeII_Oxy_c38,FSH1,ketoacyl-synt_c21;Ketoacyl-synt_C_c4;Acyl_transf_1_c25;PS-DH_c15;PP-binding_c34;Methyltransf_12_c14;NAD_binding_4_c44
684	0.00013509449259912988	3	3	Oxidored_FMN_c12,PhyH_c43,p450_c22
685	0.00012102175385708425	5	6	Cyclase_polyket,FAD_binding_3_c3,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
686	0.0001296150671041518	5	5	DegT_DnrJ_EryC1_c9,Epimerase_c45,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
687	8.830057949479032e-05	3	4	GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,NTP_transferase
688	3.878898607885335e-05	3	3	DegT_DnrJ_EryC1_c46,Epimerase_c2,NTP_transferase
689	9.32400990946351e-05	3	3	FabA_c6,adh_short_c13,ketoacyl-synt_c12
690	4.3617480119006055e-05	4	6	GFO_IDH_MocA_c25,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,UDPGT_c13,dTDP_sugar_isom
691	8.111968756626464e-09	5	7	Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c62
692	9.86533324367179e-09	3	4	Aminotran_1_2_c39,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6
693	1.0475630835000982e-07	5	6	GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
694	0.00023342921041730815	5	6	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DegT_DnrJ_EryC1_c9,ECH_1_c16,ECH_1_c42,ECH_1_c43
695	0.0001998374819147017	4	6	ACP_syn_III_c51;ACP_syn_III_C_c5,Acyl_transf_1_c46,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
696	0.0005444408055269313	5	6	Cyclase,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
697	0.000341184224813052	3	5	4HBT_c18,Acyl-CoA_dh_N;Acyl-CoA_dh_2,GMC_oxred_N;GMC_oxred_C_c22
698	0.00024122507537530959	3	3	DegT_DnrJ_EryC1_c12,DegT_DnrJ_EryC1_c20,GFO_IDH_MocA_c25
699	0.0002781230191133468	8	10	Cyclase_polyket,DUF1205_c1,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
700	0.00025701694612204534	4	4	Aminotran_1_2_c29,Methyltransf_25_c4,Pyr_redox_2_c14,p450_c15
701	0.0001998374819147017	4	6	ACP_syn_III_c51;ACP_syn_III_C_c5,Epimerase_c45,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
702	0.007896770097201905	5	6	AMP-binding_c30,Chal_sti_synt_N_c11;Chal_sti_synt_C_c13,GHMP_kinases_N,PTase_Orf2,polyprenyl_synt_c19
703	0.005464899924540083	3	3	Methyltransf_33,NmrA,Oxidored_FMN_c12
704	0.0056169846357260736	4	6	AMP-binding_c26;AMP-binding_C_c31,Aminotran_1_2_c23,Peptidase_S15;PepX_C,Radical_SAM_c22
705	0.007201791102394141	5	8	4HBT_c18,Acyl-CoA_dh_N;Acyl-CoA_dh_2,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,p450_c4
706	0.004245970211723059	4	4	ABM_c11,DegT_DnrJ_EryC1_c9,Epimerase_c45,GFO_IDH_MocA_c25
707	0.0077154461047356255	3	6	AMP-binding_c43;AMP-binding_C_c61,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c36,PP-binding_c15
708	0.004283019774516581	8	10	Cyclase_polyket,DUF1205_c1,FAD_binding_3_c42,FAD_binding_3_c42;adh_short_c18,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
709	0.007507514535710698	3	5	GATase_7_c46;Asn_synthase_c51,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
710	0.006575304974937264	5	7	ABM_c22,Cyclase_polyket,FAD_binding_3_c3,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
711	0.006949643254150364	3	3	Glycos_transf_2_c11,PP-binding_c28,PP-binding_c36
712	0.004979559447181197	10	12	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DAHP_synth_1,ECH_1_c16,ECH_1_c42,ECH_1_c43,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
713	0.004696538522424487	8	10	ABM_c11,Acyl_transf_1_c46,Cyclase,Epimerase_c45,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
714	0.004953687484605069	3	7	DUF1772,SnoaL_2_c8,ketoacyl-synt_c18;Ketoacyl-synt_C_c4;Acyl_transf_1_c13;PS-DH_c1;PP-binding_c17
715	4.0353853226173976e-17	4	6	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6
716	6.312341011372916e-08	3	5	Acyl_transf_1_c22,HMG_CoA_synt_N;HMG_CoA_synt_C,ketoacyl-synt_c47;Ketoacyl-synt_C_c18
717	0.002371758119131908	5	6	AMP-binding_c40;AMP-binding_C_c48,Abhydrolase_1_c26,B12-binding_c31,Met_asp_mut_E,Orn_Arg_deC_N_c6
718	0.0015279578246617206	3	4	ACPS_c7,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
719	0.0022899466488637923	6	8	DegT_DnrJ_EryC1_c9,Epimerase_c45,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
720	0.0022899466488637923	6	8	Epimerase_c45,GFO_IDH_MocA_c25,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
721	3.0413199379038336e-05	4	6	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
722	2.8651211860243237e-05	3	4	FAD_binding_3_c3,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
723	4.604195045083712e-05	8	10	Abhydrolase_1_c20,Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,ECH_1_c43,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
724	2.3810957974926396e-05	5	14	Aminotran_1_2_c39,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6
725	2.8746998559482198e-05	3	4	ABM_c22,FAD_binding_3_c3,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
726	1.3380621867863015e-06	3	7	Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6
727	1.099808800171811e-06	3	4	Cyclase_polyket,Methyltransf_2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
728	0.03311983621211541	6	13	2-Hacid_dh_C,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,Dala_Dala_lig_N;Dala_Dala_lig_C,ECH_1_c16,Peptidase_M15
729	0.022508724700996356	4	5	Aminotran_3_c22,DHQ_synthase_c32,GFO_IDH_MocA_c2,NAD_binding_8_c18;GMC_oxred_C_c35
730	0.03669496376018131	4	5	ADH_N_c2;ADH_zinc_N_c38,Aminotran_3_c22,DHQ_synthase_c32,GFO_IDH_MocA_c2
731	0.08212688682742017	7	8	ABM_c11,FAD_binding_3_c5,FAD_binding_3_c59,Methyltransf_2,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
732	0.07292714693309198	3	3	Epimerase_c16,Glycos_transf_1_c12,Methyltransf_24
733	0.07631546409097037	3	3	Glycos_transf_1_c30,Glycos_transf_2_c13,Glycos_transf_2_c20
734	0.07340244543981617	3	3	ACPS_c6,Metallophos,Thioesterase_c22
735	0.07138961727085294	3	3	FAD_binding_3_c10,Trp_DMAT_c3,p450_c7
736	0.07234050547928296	4	17	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;KR_c5;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,FAD_binding_3_c7,SnoaL_2_c24
737	0.07324618691672832	4	5	Aminotran_3_c22,B12-binding_c51;Radical_SAM_c26,DHQ_synthase_c32,Radical_SAM_c52
738	0.06745521682302512	6	7	Acyl_transf_1_c4,Glucokinase,Glycos_transf_1_c35,Methyltransf_11_c27,RGP,ketoacyl-synt_c16;Ketoacyl-synt_C_c67
739	0.06712734154713504	5	6	A_deaminase,AdoHcyase;AdoHcyase_NAD,AdoHcyase_NAD,Epimerase_c49,HAD_2_c15
740	0.07460684773385905	7	15	4HBT_c18,AMP-binding_c1;AMP-binding_C_2,Abhydrolase_1_c9,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,adh_short_c44,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29
741	0.07755757748062259	4	4	Cyclase,DegT_DnrJ_EryC1_c9,Epimerase_c45,Methyltransf_25_c18
742	0.07755757748062259	3	3	Cyclase,DegT_DnrJ_EryC1_c9,Methyltransf_11_c10
743	0.07716197092904677	4	4	Abhydrolase_1_c48,Acyl_transf_1_c39,FabA_c5,ketoacyl-synt_c12
744	0.07755757748062259	8	9	ABM_c11,Acyl_transf_1_c46,Cyclase,DegT_DnrJ_EryC1_c9,Epimerase_c45,GFO_IDH_MocA_c25,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
745	0.07838286658407105	6	10	AMP-binding_c26;AMP-binding_C_c31;PP-binding_c6,AMP-binding_c26;AMP-binding_C_c61,Aminotran_1_2_c23,Peptidase_S15;PepX_C,Radical_SAM_c22,TauD_c39
746	0.08226887414255887	7	7	DegT_DnrJ_EryC1_c20,Epimerase_c2,GFO_IDH_MocA_c25,NTP_transferase,TylF,UDPGT_c13,dTDP_sugar_isom
747	0.07153364053868416	4	22	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;KR_c5;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,SnoaL_2_c24
748	0.0842364790833234	3	12	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;ADH_N_c13;ADH_zinc_N_c32;adh_short_c9;PP-binding_c13,FAD_binding_3_c7,PP-binding_c19
749	0.07231750083157791	4	11	ADH_N_c17;ADH_zinc_N_c24,FAD_binding_3_c9,Transferase_c23,ketoacyl-synt_c21;Ketoacyl-synt_C_c4;Acyl_transf_1_c25;PS-DH_c15;PP-binding_c34;Methyltransf_12_c14;NAD_binding_4_c44
750	0.06238442060534955	3	4	LANC_like,Lant_dehydr_N;Lant_dehydr_C,Peptidase_S8_c31
751	0.06486542404730328	8	11	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,UDPGT_c50
752	0.07524235526233934	5	8	Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c16,Aminotran_5_c11,Malate_synthase,NTP_transf_3_c17,ThiF;Rhodanese
753	0.0690504432487824	10	11	Acetyltransf_2,DAHP_synth_2_c7,DHQ_synthase_c22,DHquinase_II,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,GFO_IDH_MocA_c33;GFO_IDH_MocA_C,HAD_2_c30,ROK,Shikimate_dh_N
754	0.07062201890421149	3	16	DAHP_synth_2_c7,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13
755	0.06646574117398668	7	7	DegT_DnrJ_EryC1_c12,DegT_DnrJ_EryC1_c20,Epimerase_c2,GFO_IDH_MocA_c25,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
756	0.06694138989964232	8	10	ACPS_c7,Cyclase_polyket,FAD_binding_3_c42;adh_short_c18,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
757	0.08211946584474146	4	4	Cyclase_polyket,FAD_binding_3_c42,Putative_PNPOx_c32,adh_short_c50
758	0.07348067764702876	3	6	ACP_syn_III_c34;ACP_syn_III_C_c3,ADH_N_c13;ADH_zinc_N_c16,ADH_N_c23;ADH_zinc_N_c28
759	0.0750127499015744	8	11	ABM_c22,Cyclase_polyket,DUF1772,FAD_binding_3_c3,GATase_7_c46;Asn_synthase_c51,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
760	0.07703013828029945	3	5	Anth_synt_I_N;Chorismate_bind_c12;GATase_c24,DAHP_synth_1,TauD_c19
761	0.07457161761712876	3	3	Cyclase_polyket,Gln-synt_C,Putative_PNPOx_c32
762	0.07986395344531991	5	7	Abhydrolase_1_c8,Cyclase_polyket,FAD_binding_3_c42;adh_short_c18,adh_short_c50,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
763	0.08079391159880918	6	6	Epimerase_c56,Glycos_transf_1_c12,HAD_2_c31,Methyltransf_23,PhyH_c33,Radical_SAM_c59
764	0.07061816375210625	3	5	ADH_N_c13;ADH_zinc_N_c16,ADH_N_c23;ADH_zinc_N_c28,FAD_binding_3_c41
765	0.06646574117398668	7	8	DegT_DnrJ_EryC1_c12,DegT_DnrJ_EryC1_c20,Epimerase_c2,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,NTP_transferase,dTDP_sugar_isom
766	0.06735903406661232	7	32	AMP-binding_c43;AMP-binding_C_c61,AMP-binding_c53;AMP-binding_C_c31,Abhydrolase_1_c26,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13;KR_c73;PP-binding_c8,PS-DH_c3;adh_short_c9;PP-binding_c13,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13;Thioesterase_c29
767	0.06953774761513493	3	3	Abhydrolase_3,Pyr_redox_2_c5,adh_short_c29
768	0.06354239591115592	5	10	AMP-binding_c39;AMP-binding_C_c35;PP-binding_c19;Nitroreductase_c6,Condensation_c15,PP-binding_c4;Condensation_c11,PfkB;CTP_transf_like,TauD_c3
